assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,MolWt,LogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,NumAliphaticRings,NumAromaticRings
B,Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,=,=,Ki,nM,255.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,255.0,332.83100000000013,3.2528000000000006,54.38000000000001,2,4,3,2,2
B,Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,=,=,Ki,nM,252.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,252.0,332.83100000000013,3.2528000000000006,54.38000000000001,2,4,3,2,2
B,Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,=,=,Ki,nM,252.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,252.0,332.83100000000013,3.2528000000000006,54.38000000000001,2,4,3,2,2
B,Cl.Oc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1,CHEMBL1209125,=,=,Ki,nM,149.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,149.0,332.83100000000013,3.2528000000000006,54.38000000000001,2,4,3,2,2
B,Cl.Fc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209126,=,=,Ki,nM,1860.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1860.0,334.8220000000001,3.686300000000002,34.15,1,3,3,2,2
B,Cl.Fc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209183,>,>,Ki,nM,1503.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1503.0,334.8220000000001,3.686300000000002,34.15,1,3,3,2,2
B,Cl.Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209184,>,>,Ki,nM,1040.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1040.0,331.8470000000001,3.1294000000000004,60.17,2,4,3,2,2
B,Cl.Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209185,>,>,Ki,nM,575.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,575.0,331.8470000000001,3.1294000000000013,60.17,2,4,3,2,2
B,CS(=O)(=O)Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2.Cl,CHEMBL1209186,=,=,Ki,nM,250.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,250.0,409.93900000000025,2.9187000000000007,80.32000000000001,2,5,5,2,2
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,>,>,Ki,nM,424.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,424.0,409.93900000000014,2.9187000000000016,80.32000000000001,2,5,5,2,2
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,>,>,Ki,nM,424.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,424.0,409.93900000000014,2.9187000000000016,80.32000000000001,2,5,5,2,2
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,=,=,Ki,nM,336.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,336.0,409.93900000000014,2.9187000000000016,80.32000000000001,2,5,5,2,2
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,=,=,Ki,nM,336.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,336.0,409.93900000000014,2.9187000000000016,80.32000000000001,2,5,5,2,2
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1.Cl,CHEMBL1209242,=,=,Ki,nM,2905.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2905.0,409.93900000000014,2.9187000000000016,80.32000000000001,2,5,5,2,2
B,CCS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209243,>,>,Ki,nM,604.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,604.0,423.9660000000002,3.308800000000002,80.32000000000001,2,5,6,2,2
B,CC(C)S(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209244,=,=,Ki,nM,745.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,745.0,437.9930000000002,3.6973000000000025,80.32000000000001,2,5,6,2,2
B,CC(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209305,>,>,Ki,nM,615.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,615.5,373.88400000000007,3.5056000000000025,63.25,2,4,4,2,2
B,Cl.NC(=O)c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209306,>,>,Ki,nM,962.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,962.5,359.8570000000002,2.6461000000000006,77.24000000000001,2,4,4,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295,211.26799999999994,1.8038999999999998,37.81,1,3,0,2,2
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,CHEMBL1242923,>=,>=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0,407.5140000000002,2.625400000000001,61.88000000000001,1,4,7,2,2
B,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,CHEMBL1242950,>=,>=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0,301.4740000000001,4.860120000000005,20.310000000000002,0,2,8,1,1
B,Cl.c1ccc(Nc2cncc(OC[C@@H]3CCCN3)c2)cc1,CHEMBL1258799,=,=,IC50,nM,58.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.058,305.8089999999999,3.3778000000000006,46.18000000000001,2,4,5,1,2
B,CCCCNc1cncc(OC[C@@H]2CCCN2)c1.Cl,CHEMBL1256505,=,=,IC50,nM,250.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.25,285.8189999999999,2.846200000000001,46.18000000000001,2,4,7,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43,162.236,1.8483,16.130000000000003,0,2,1,1,1
