assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,CC(C)N1Cc2c(Nc3ccc(Cl)cc3)nc(N3CCOCC3)nc2C1=O,CHEMBL98929,=,=,Ki,nM,550.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,0.55
B,Cc1nc2[nH]c(N3CCOCC3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL327531,=,=,Ki,nM,17500.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,17.5
B,CC(C)c1nc2[nH]c(N3CCC4(CC3)OCCO4)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL329749,=,=,Ki,nM,4360.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,4.36
B,CC(C)c1nc2[nH]c(N3CCC(=O)CC3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL97764,=,=,Ki,nM,5890.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,5.89
B,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(C(F)(F)F)c1,CHEMBL27006,>,>,IC50,nM,1000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,1000.0
B,CCCNc1nc(Nc2ccc(Cl)cc2)c2[nH]c(C(C)C)nc2n1,CHEMBL97140,=,=,Ki,nM,3490.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,3.49
B,COC1(OC)CCN(c2nc(Nc3ccc(Cl)cc3)c3[nH]c(C(C)C)nc3n2)CC1,CHEMBL98976,=,=,Ki,nM,3440.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,3.44
B,CC(C)c1nc2[nH]c(NCc3ccccc3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL318880,=,=,Ki,nM,5580.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,5.58
B,CC(C)c1nc2[nH]c(N3CCOCC3)nc(Nc3ccc(C(F)(F)F)cc3)c-2n1,CHEMBL330220,=,=,Ki,nM,2850.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,2.85
B,CC(C)c1nc2[nH]c(N3CCC(O)CC3)nc(Nc3ccc(C(F)(F)F)cc3)c-2n1,CHEMBL95347,=,=,Ki,nM,1770.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,1.77
B,CC(C)c1nc2[nH]c(N3CCOCC3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL98977,=,=,Ki,nM,3070.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,3.07
B,CC(C)c1nc2[nH]c(N3CCC(O)(c4ccccc4)CC3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL99823,=,=,Ki,nM,2240.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,2.24
B,CC(C)c1nc2[nH]c(N3CCC(C)(O)CC3)nc(Nc3ccc(Cl)cc3)c-2n1,CHEMBL318198,=,=,Ki,nM,2100.0,CHEMBL2327,Neurokinin 2 receptor,Ki,uM,2.1
B,COc1ccc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)cc1,CHEMBL282728,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,[O-][S+](c1ccccc1)C(c1ccccc1)C1(O)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,CHEMBL355541,=,=,IC50,nM,111.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,111.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccc(C(F)(F)F)cc1)c1ccccc1,CHEMBL23184,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23822,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,COC1(C[S+]([O-])c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1,CHEMBL166161,=,=,IC50,nM,2.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,2.5
B,[O-][S+](CC1(O)CCN(CCc2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1,CHEMBL166675,=,=,IC50,nM,13.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,13.4
B,CCN[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,CHEMBL26623,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1C(F)(F)F)c1ccccc1,CHEMBL281194,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cccc(C(F)(F)F)c1)c1ccccc1,CHEMBL26336,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CNC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23851,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,CHEMBL278555,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccccc1,CHEMBL282290,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)c1,CHEMBL2114308,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL22870,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)OC(C)(C)C)c1,CHEMBL24549,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,[O-][S+](C[C@]1(O)CCN2CCc3c([nH]c4ccc(F)cc34)[C@H]2C1)c1ccccc1,CHEMBL168632,=,=,IC50,nM,25342.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,25342.0
B,COc1cccc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)c1,CHEMBL23928,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1csc2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL278849,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,COC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23597,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CN(C)C(=O)NC1(c2ccccc2)CCN(CC[C@@]2(c3ccc(F)c(F)c3)CN(C(=O)c3ccccc3)CCO2)CC1,CHEMBL354422,=,=,IC50,nM,6.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1Cl)c1ccccc1,CHEMBL23927,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccc2)c1,CHEMBL278351,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CN(C[C@@H](CCN1CCC(NC(=O)c2ccccc2)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1,CHEMBL412815,=,=,IC50,nM,14.3,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,14.3
B,[O-][S+](CC1(O)CCN(CCc2c[nH]c3ccc(F)cc23)CC1)c1ccccc1,CHEMBL60064,=,=,IC50,nM,22.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,22.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccc(Cl)cc1)c1ccccc1,CHEMBL279500,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,CHEMBL429395,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)N(C)C)c1,CHEMBL23715,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,O=C(N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cccc(Cl)c1)c1ccccc1,CHEMBL279916,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)OCc1cc(C)cc(C)c1,CHEMBL280422,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1ccc(Cl)c(Cl)c1)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23926,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23129,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)[N+](C)(C)C)c1,CHEMBL281804,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1n[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL283989,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CC(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1cc(C)cc(C)c1,CHEMBL23077,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,COc1ccccc1COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CHEMBL24314,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,Cc1cc(C)cc(COC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)c1,CHEMBL279050,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,COc1ccccc1COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1ccccc1,CHEMBL279915,>,>,IC50,nM,5000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,5.0
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL78132,=,=,Ki,nM,0.7,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.7
B,CCOC(=O)[C@@H](Cc1ccc(O)cc1)N1CCCN(C2CCN(CC[C@@H](/C(CN(C)C(=O)c3cc(Cl)cc(Cl)c3)=N/OC)c3ccc(Cl)c(Cl)c3)CC2)C1=O,CHEMBL75698,=,=,Ki,nM,1.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.2
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(CC#N)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL76093,=,=,Ki,nM,2.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,2.5
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(C(C)C)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL76437,=,=,Ki,nM,0.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.8
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(Cc3ccccn3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL76580,=,=,Ki,nM,0.7,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.7
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL306624,=,=,Ki,nM,2.6,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,2.6
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL2112070,=,=,IC50,nM,123.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,123.0
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(CCNS(C)(=O)=O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL80355,=,=,Ki,nM,0.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.5
B,CCNC(=O)Cn1c(=O)n(C2CCN(CC[C@@H](/C(CN(CC)C(=O)c3cc(Cl)cc(Cl)c3)=N/OC)c3ccc(Cl)c(Cl)c3)CC2)c2ccccc21,CHEMBL430609,=,=,Ki,nM,3.6,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,3.6
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(CC(=O)NCCOC)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL75478,=,=,Ki,nM,4.1,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,4.1
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL75422,=,=,Ki,nM,1.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.0
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(N3CCOCC3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL451235,=,=,Ki,nM,0.9,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.9
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@@H]1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL104954,=,=,IC50,nM,24.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,24.0
B,CNC(=O)CN1CCCN(C2CCN(CC[C@@H](/C(CN(C)C(=O)c3cc(Cl)cc(Cl)c3)=N/OC)c3ccc(Cl)c(Cl)c3)CC2)C1=O,CHEMBL310334,=,=,Ki,nM,1.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.2
B,CO/N=C(\CN(C(=O)c1cc(Cl)cc(Cl)c1)C1CC1)[C@H](CCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL312141,=,=,Ki,nM,2.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,2.5
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN([C@H](CO)C(N)=O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL263243,=,=,Ki,nM,0.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.5
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(Cc3ccsc3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL76823,=,=,Ki,nM,1.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.2
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(C)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL75598,=,=,Ki,nM,0.7,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.7
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(Cc3ccoc3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL307733,=,=,Ki,nM,1.1,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.1
B,CO/N=C(\CN(CCF)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(=O)n(CC(=O)O)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL312612,=,=,Ki,nM,3.1,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,3.1
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(=O)n(CC(=O)O)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL77042,=,=,Ki,nM,1.7,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.7
B,CO/N=C(\CN(CCF)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(O)nc3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL308983,=,=,Ki,nM,4.9,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,4.9
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H](/C=C/C(=O)N[C@H]1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL2114398,=,=,IC50,nM,300.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,300.0
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(C(C)(C)C(N)=O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL74956,=,=,Ki,nM,0.4,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.4
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(=O)n(C)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL306952,=,=,Ki,nM,1.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.5
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(n2c(=O)n(CC(=O)OC)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL78851,=,=,Ki,nM,1.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.8
B,CNC(=O)C[C@H]1CCCN(C2CCN(CC[C@@H](/C(CN(C)C(=O)c3cc(Cl)cc(Cl)c3)=N/OC)c3ccc(Cl)c(Cl)c3)CC2)C1=O,CHEMBL77023,=,=,Ki,nM,0.4,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.4
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(CC(C)(C)O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL310273,=,=,Ki,nM,0.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.8
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(c3ccccn3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL76965,=,=,Ki,nM,0.5,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.5
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(Cc3ccccn3)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL311712,=,=,Ki,nM,2.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,2.8
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(Cc3nn[nH]n3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL307498,=,=,Ki,nM,0.9,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.9
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(CC(=O)O)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL307877,=,=,Ki,nM,5.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,5.2
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(CC(N)=O)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL76529,=,=,Ki,nM,4.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,4.8
B,CCN(C/C(=N\OC)[C@H](CCN1CCC(n2c(=O)n(CCOC)c3ccccc32)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL306124,=,=,Ki,nM,4.0,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,4.0
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(/C=C/C(=O)NC1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL35857,=,=,IC50,nM,55.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,55.0
B,CN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@@H](/C=C/C(=O)N[C@H]1CCCCNC1=O)Cc1ccc(Cl)cc1,CHEMBL2115343,=,=,IC50,nM,120.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,120.0
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(CC(N)=O)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL78284,=,=,Ki,nM,0.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.2
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(CC(=N)NO)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL404599,=,=,Ki,nM,0.8,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,0.8
B,CO/N=C(\CN(C)C(=O)c1cc(Cl)cc(Cl)c1)[C@H](CCN1CCC(N2CCCN(CC(=O)OCc3ccccc3)C2=O)CC1)c1ccc(Cl)c(Cl)c1,CHEMBL75479,=,=,Ki,nM,1.2,CHEMBL2327,Neurokinin 2 receptor,Ki,nM,1.2
B,COc1cccc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL173245,=,=,IC50,nM,12.0,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,12.0
B,COc1ccc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc1,CHEMBL444086,=,=,IC50,nM,11.8,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,11.8
B,COC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,CHEMBL138809,>,>,IC50,nM,10000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,10.0
B,CN(CC(CCN1CCC(O)(c2ccccc2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1cccc(C2(C(F)(F)F)N=N2)c1,CHEMBL348599,=,=,IC50,nM,6.7,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,6.7
B,COC1Cc2ccccc2C2(CCN(CCCc3ccccc3)CC2)O1,CHEMBL138458,>,>,IC50,nM,10000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,10.0
B,COc1cccc(OC)c1C(=O)N1CCC(CCN2CCC(C(N)=O)(c3ccccc3)CC2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL368159,=,=,IC50,nM,53.2,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,53.2
B,COC1Cc2ccccc2C2(CCN(Cc3ccccc3)CC2)O1,CHEMBL141209,>,>,IC50,nM,10000.0,CHEMBL2327,Neurokinin 2 receptor,IC50,uM,10.0
B,COc1cc(CC(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC,CHEMBL172676,=,=,IC50,nM,55.5,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,55.5
B,NC(=O)C1(c2ccccc2)CCN(CCC2(c3ccc(Cl)c(Cl)c3)CCN(C(=O)c3ccccc3)C2)CC1,CHEMBL362394,=,=,IC50,nM,7.02,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,7.02
B,COc1ccccc1C(=O)N1CCC(CCN2CCC(C(N)=O)(c3ccccc3)CC2)(c2ccc(Cl)c(Cl)c2)C1,CHEMBL176682,=,=,IC50,nM,16.7,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,16.7
B,COc1ccc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,CHEMBL173420,=,=,IC50,nM,34.2,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,34.2
B,CCOC(=O)Oc1c(OC)cc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc1OC,CHEMBL176860,=,=,IC50,nM,96.3,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,96.3
B,COc1c(Br)cc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc1Br,CHEMBL176811,=,=,IC50,nM,4.04,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,4.04
B,COc1cc(OC)cc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c1,CHEMBL176769,=,=,IC50,nM,19.1,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,19.1
B,COc1cc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1OC(C)C,CHEMBL369174,=,=,IC50,nM,42.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,42.4
B,COc1cc(C(=O)N2CCC(CCN3CCC(C(N)=O)(c4ccccc4)CC3)(c3ccc(Cl)c(Cl)c3)C2)cc(OC)c1C,CHEMBL367528,=,=,IC50,nM,13.4,CHEMBL2327,Neurokinin 2 receptor,IC50,nM,13.4
