assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,Brc1ccc(N2CCCNCC2)cn1,CHEMBL306387,=,=,IC50,nM,1.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.0
B,CCSc1ccc(N2CCCNCC2)cn1,CHEMBL71068,=,=,IC50,nM,169.82,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.77
B,COc1ccc(N2CCCNCC2)cn1,CHEMBL71067,=,=,IC50,nM,169.82,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.77
B,CCOc1cc(N2CCCNCC2)cnc1Br,CHEMBL72433,=,=,IC50,nM,0.871,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.06
B,COc1cc(N2CCCNCC2)cnc1Cl,CHEMBL70983,=,=,IC50,nM,0.6761,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.17
B,c1ccc2ncc(N3CCCNCC3)cc2c1,CHEMBL500726,=,=,IC50,nM,6.607,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.18
B,C=COc1cc(N2CCCNCC2)cnc1Br,CHEMBL379501,=,=,IC50,nM,0.6457,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.19
B,COCCOc1cncc(N2CCCNCC2)c1,CHEMBL72320,=,=,IC50,nM,2.399,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.62
B,c1cncc(N2CCCNCC2)c1,CHEMBL71085,=,=,IC50,nM,1.905,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.72
B,Clc1cncc(OC2CCCNC2)c1,CHEMBL208754,=,=,IC50,nM,239.88,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.62
B,c1cncc(OC2CCCNC2)c1,CHEMBL9965,=,=,IC50,nM,190.55,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,6.72
B,COc1cncc(N2CCCNCCC2)c1,CHEMBL378630,=,=,IC50,nM,1.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.0
B,c1cncc(N2CCCNCCC2)c1,CHEMBL210776,=,=,IC50,nM,0.8913,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.05
B,Brc1ccc(N2CCCNCCC2)cn1,CHEMBL210777,=,=,IC50,nM,0.4467,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.35
B,Clc1cncc(N2CCCNCCC2)c1,CHEMBL210548,=,=,IC50,nM,1.995,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.7
B,C=COc1cc(N2CCCNCCC2)cnc1Br,CHEMBL209618,=,=,IC50,nM,0.3802,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,9.42
B,Brc1cncc(N2CCCNCCC2)c1,CHEMBL425781,=,=,IC50,nM,2.818,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.55
B,c1cncc(OC2CCNC2)c1,CHEMBL273218,=,=,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,7.0
B,C1=C(c2cccnc2)CC2CCC1N2,CHEMBL62765,=,=,IC50,nM,6.761,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.17
B,C1=C(c2cccnc2)CC2CCCC1N2,CHEMBL72284,=,=,IC50,nM,4.467,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.35
B,COc1cncc(C2=CC3CCCC(C2)N3)c1,CHEMBL72605,=,=,IC50,nM,3.02,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.52
B,c1cncc(OC[C@@H]2CCN2)c1,CHEMBL59986,=,=,IC50,nM,1.514,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,pIC50,,8.82
B,C[N+]1(C)C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2,CHEMBL490843,=,=,IC50,nM,210.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.21
B,c1ccc(CN2C3CCC2CC(OC2c4ccccc4CCc4ccccc42)C3)cc1,CHEMBL491861,=,=,IC50,nM,460.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.46
B,Cc1cc([C@H]2C[C@H]3CC[C@H]2N3)on1,CHEMBL503604,=,=,Ki,nM,1.33,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1.33
B,Cc1cc([C@H]2C[C@H]3CC[C@H]2N3)on1,CHEMBL503604,=,=,Ki,nM,0.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.46
B,Clc1ccc([C@H]2C[C@H]3CC[C@H]2N3)cn1,CHEMBL513692,=,=,Ki,nM,7.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,7.6
B,CN1C[C@@H]2CN(c3ccc(-c4ccccc4)nn3)C[C@@H]2C1,CHEMBL526281,>,>,Ki,nM,100000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,uM,100.0
F,CCCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL569465,=,=,IC50,nM,7.7,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,7.7
F,CCC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL566886,=,=,IC50,nM,8.6,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,8.6
F,Cc1ccc(C(=O)C(C)NC(C)(C)C)cc1Cl,CHEMBL565844,=,=,IC50,nM,9.2,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,9.2
F,CCCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL566050,=,=,IC50,nM,9.8,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,9.8
F,CCC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL566208,=,=,IC50,nM,10.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,10.0
F,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL894,=,=,IC50,nM,12.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,12.0
F,CC(NC(C)(C)C)C(=O)c1cccc(Br)c1,CHEMBL565396,=,=,IC50,nM,15.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,15.0
F,Cc1ccc(C(=O)C(C)NC(C)(C)C)cc1,CHEMBL566207,=,=,IC50,nM,17.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,17.0
F,Cc1cccc(C(=O)C(C)NC(C)(C)C)c1,CHEMBL566832,=,=,IC50,nM,19.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,19.0
F,CC(NC(C)(C)C)C(=O)c1cc(Cl)cc(Cl)c1,CHEMBL578611,=,=,IC50,nM,19.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,19.0
F,CC(NC(C)(C)C)C(=O)c1cccc(F)c1,CHEMBL576063,=,=,IC50,nM,21.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,21.0
F,CC(NC(C)(C)C)C(=O)c1ccc(Br)cc1,CHEMBL566001,=,=,IC50,nM,23.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,23.0
F,Cc1cccc(C(=O)C(C)NC2CCCC2)c1,CHEMBL592854,=,=,IC50,nM,25.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,25.0
F,CC(NC(C)(C)C)C(=O)c1ccc(Cl)c(Cl)c1,CHEMBL568140,=,=,IC50,nM,29.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,29.0
F,CC(C(=O)c1cccc(Cl)c1)N1CCCCC1,CHEMBL566420,=,=,IC50,nM,30.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,30.0
F,COc1cccc(C(=O)C(C)NC2CCCC2)c1,CHEMBL589250,=,=,IC50,nM,31.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,31.0
F,Cc1cc(C(=O)C(C)NC(C)(C)C)ccc1Br,CHEMBL565845,=,=,IC50,nM,32.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,32.0
F,CC(NC(C)(C)C)C(=O)c1cccs1,CHEMBL565386,=,=,IC50,nM,32.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,32.0
F,CC(NC(C)(C)C)C(=O)c1ccc(Cl)cc1,CHEMBL566000,=,=,IC50,nM,33.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,33.0
F,CC(CNC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL567481,=,=,IC50,nM,35.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,35.0
F,CC(NC(C)(C)C)C(=O)c1cccc([N+](=O)[O-])c1,CHEMBL598026,=,=,IC50,nM,36.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,36.0
F,COc1cccc(C(=O)C(C)NC(C)(C)C)c1,CHEMBL603620,=,=,IC50,nM,37.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,37.0
F,CC(NC1CCCC1)C(=O)c1cccc(Br)c1,CHEMBL599846,=,=,IC50,nM,42.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,42.0
F,CC(NC(C)(C)C)C(=O)c1ccc(F)c(F)c1,CHEMBL578610,=,=,IC50,nM,45.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,45.0
F,Cc1cccc(C(=O)C(C)N2CCCCC2)c1,CHEMBL589494,=,=,IC50,nM,56.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,56.0
F,COc1cccc(C(=O)C(C)N2CCCCC2)c1,CHEMBL580143,=,=,IC50,nM,57.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,57.0
F,CC(C(=O)c1cccc(F)c1)N1CCCCC1,CHEMBL599028,=,=,IC50,nM,71.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,71.0
F,CC(C(=O)c1cccc(Br)c1)N1CCCCC1,CHEMBL599230,=,=,IC50,nM,74.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,74.0
F,CC(NC1CCCC1)C(=O)c1cccc(F)c1,CHEMBL605501,=,=,IC50,nM,81.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,81.0
F,CC(NC1CCCC1)C(=O)c1cccc(Cl)c1,CHEMBL566618,>,>,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,100.0
F,CC(NC1CCCC1)C(=O)c1cccc([N+](=O)[O-])c1,CHEMBL596775,>,>,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,100.0
F,CC(C(=O)c1cccc(Cl)c1)N(C)C(C)(C)C,CHEMBL578612,>,>,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,100.0
F,CC(C(=O)c1cccc(Cl)c1)N(C)C,CHEMBL566830,>,>,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,100.0
F,CC(C(=O)c1cccc([N+](=O)[O-])c1)N1CCCCC1,CHEMBL599233,>,>,IC50,nM,100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,nM,100.0
F,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)cc2)nc1,CHEMBL1083787,>,>,IC50,nM,30000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,30.0
F,CC1NC(C)(C)COC1(O)c1ccccn1,CHEMBL1173600,>,>,IC50,nM,100000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,100.0
F,CC1NC(C)(C)COC1(O)c1cccnc1,CHEMBL1173599,>,>,IC50,nM,100000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,100.0
F,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,CHEMBL1173598,=,=,IC50,nM,42000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,42.0
F,C[C@@H]1N(C)C(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1171260,=,=,IC50,nM,7100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,7.1
F,CCC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1173597,=,=,IC50,nM,7500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,7.5
F,CC[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1173772,=,=,IC50,nM,2900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,2.9
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2ccc3ccccc3c2)c1,CHEMBL1173771,=,=,IC50,nM,6500.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.5
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(-c2cccc3ccccc23)c1,CHEMBL1173770,=,=,IC50,nM,9000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,9.0
F,CC1NC(C)(C)COC1(O)c1cc(Cl)cc(Cl)c1,CHEMBL1173430,=,=,IC50,nM,11000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,11.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cc(F)cc(F)c1,CHEMBL1173429,=,=,IC50,nM,6300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.3
F,CC1NC(C)(C)COC1(O)c1ccc(Cl)c(Cl)c1,CHEMBL1173428,=,=,IC50,nM,20000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,20.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)c(F)c1,CHEMBL1173427,=,=,IC50,nM,12000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,12.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(-c2ccccc2)cc1,CHEMBL1173701,=,=,IC50,nM,1800.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,1.8
F,COc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,CHEMBL1173355,=,=,IC50,nM,27000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,27.0
F,Cc1ccc([C@]2(O)OCC(C)(C)N[C@H]2C)cc1,CHEMBL1170441,=,=,IC50,nM,12000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,12.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(Cl)cc1,CHEMBL1173354,=,=,IC50,nM,9200.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,9.2
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccc(F)cc1,CHEMBL1173353,=,=,IC50,nM,12000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,12.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc([N+](=O)[O-])c1,CHEMBL1173280,=,=,IC50,nM,4800.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,4.8
F,COc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,CHEMBL1173279,=,=,IC50,nM,10000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,10.0
F,Cc1cccc([C@]2(O)OCC(C)(C)N[C@H]2C)c1,CHEMBL1173277,=,=,IC50,nM,6000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.0
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Br)c1,CHEMBL1173276,=,=,IC50,nM,550.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.55
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(F)c1,CHEMBL1173275,=,=,IC50,nM,1300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,1.3
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1ccccc1,CHEMBL1173274,=,=,IC50,nM,6400.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.4
F,C[C@H]1NC(C)(C)CO[C@]1(O)c1cccc(Cl)c1,CHEMBL1172929,=,=,IC50,nM,3300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,3.3
F,C[C@@H]1NC(C)(C)CO[C@@]1(O)c1cccc(Cl)c1,CHEMBL1172928,=,=,IC50,nM,31000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,31.0
F,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CHEMBL894,=,=,IC50,nM,12000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,12.0
B,Cl.c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209070,>,>,Ki,nM,1307.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1307.0
B,Cl.c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209070,>,>,Ki,nM,832.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,832.0
B,Cl.c1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1,CHEMBL1209071,>,>,Ki,nM,614.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,614.0
B,COc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2.Cl,CHEMBL1209072,=,=,Ki,nM,477.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,477.0
B,COc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209073,>,>,Ki,nM,309.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,309.0
B,Cl.Oc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209123,>,>,Ki,nM,419.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,419.0
B,Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,=,=,Ki,nM,255.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,255.0
B,Cl.Oc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209124,=,=,Ki,nM,252.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,252.0
B,Cl.Oc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1,CHEMBL1209125,=,=,Ki,nM,149.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,149.0
B,Cl.Fc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209126,=,=,Ki,nM,1860.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1860.0
B,Cl.Fc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209183,>,>,Ki,nM,1503.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1503.0
B,Cl.Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2,CHEMBL1209184,>,>,Ki,nM,1040.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1040.0
B,Cl.Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209185,>,>,Ki,nM,575.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,575.0
B,CS(=O)(=O)Nc1ccncc1-c1ccccc1O[C@H]1C[C@@H]2CNC[C@H]1C2.Cl,CHEMBL1209186,=,=,Ki,nM,250.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,250.0
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,>,>,Ki,nM,424.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,424.0
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209187,=,=,Ki,nM,336.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,336.0
B,CS(=O)(=O)Nc1cncc(-c2ccccc2O[C@@H]2C[C@H]3CNC[C@@H]2C3)c1.Cl,CHEMBL1209242,=,=,Ki,nM,2905.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,2905.0
B,CCS(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209243,>,>,Ki,nM,604.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,604.0
B,CC(C)S(=O)(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209244,=,=,Ki,nM,745.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,745.0
B,CC(=O)Nc1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1.Cl,CHEMBL1209305,>,>,Ki,nM,615.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,615.5
B,Cl.NC(=O)c1cncc(-c2ccccc2O[C@H]2C[C@@H]3CNC[C@H]2C3)c1,CHEMBL1209306,>,>,Ki,nM,962.5,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,962.5
B,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,CHEMBL1076903,=,=,Ki,nM,0.295,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,0.295
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,Ki,nM,9.46,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,9.46
B,O=C(Cc1ccccc1)NC1CCN(CCCN2C(=O)COc3ccccc32)CC1,CHEMBL1242923,>=,>=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0
B,CCCCC1CCN(CCCC(=O)c2ccccc2C)CC1,CHEMBL1242950,>=,>=,Ki,nM,1000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,Ki,nM,1000.0
B,Cl.c1ccc(Nc2cncc(OC[C@@H]3CCCN3)c2)cc1,CHEMBL1258799,=,=,IC50,nM,58.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.058
B,CCCCNc1cncc(OC[C@@H]2CCCN2)c1.Cl,CHEMBL1256505,=,=,IC50,nM,250.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.25
B,CN1CCC[C@H]1c1cccnc1,CHEMBL3,=,=,IC50,nM,430.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.43
B,Cl.c1ncc(N2CCCCC2)cc1OC[C@@H]1CCN1,CHEMBL1256442,=,=,IC50,nM,470.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.47
B,Cl.c1ncc(N2CCSCC2)cc1OC[C@@H]1CCCN1,CHEMBL1258573,=,=,IC50,nM,640.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.64
B,Cl.c1ccc2c(c1)ccn2-c1cncc(OC[C@@H]2CCCN2)c1,CHEMBL1258685,=,=,IC50,nM,780.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,0.78
B,CN(Cc1ccccc1)c1cncc(OC[C@@H]2CCCN2)c1.Cl,CHEMBL1258916,=,=,IC50,nM,1240.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,1.24
B,CCN(c1ccccc1)c1cncc(OC[C@@H]2CCCN2)c1.Cl,CHEMBL1258801,=,=,IC50,nM,2340.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,2.34
B,CN1CCC[C@H]1COc1cncc(N2CCCCC2)c1.Cl,CHEMBL1258464,=,=,IC50,nM,3820.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,3.82
B,Cl.c1ccc2c(c1)CCN2c1cncc(OC[C@@H]2CCCN2)c1,CHEMBL1258683,=,=,IC50,nM,3900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,3.9
B,Cl.c1ncc(N2CCCC2)cc1OC[C@@H]1CCCN1,CHEMBL1256504,=,=,IC50,nM,6460.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,6.46
B,CN1CC[C@H]1COc1cncc(N2CCCCC2)c1.Cl,CHEMBL1258465,=,=,IC50,nM,14100.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,14.1
B,CCN(CC)c1cncc(OC[C@@H]2CCCN2)c1.Cl,CHEMBL1256506,=,=,IC50,nM,16300.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,16.3
B,Cl.c1ncc(N2CCCCC2)cc1OC[C@@H]1CCCN1,CHEMBL1258463,=,=,IC50,nM,19900.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,19.9
B,Cl.c1ncc(N2CCOCC2)cc1OC[C@@H]1CCCN1,CHEMBL1258572,=,=,IC50,nM,21000.0,CHEMBL1907589,Neuronal acetylcholine receptor; alpha4/beta2,IC50,uM,21.0
