assay_type,canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value
B,COc1ccccc1CN(C)CCCCCCNC1=CC(=O)C(NCCCCCCN(C)Cc2ccccc2OC)=CC1=O,CHEMBL242191,=,=,IC50,nM,77.8,CHEMBL220,Acetylcholinesterase,IC50,nM,77.8
B,COc1ccccc1CNCCCCCCNC1=CC(=O)C(NCCCCCCNCc2ccccc2OC)=CC1=O,CHEMBL243044,=,=,IC50,nM,123.0,CHEMBL220,Acetylcholinesterase,IC50,nM,123.0
B,CCN(Cc1ccccc1OC)C(=O)CCCCCNC1=CC(=O)C(NCCCCCC(=O)N(CC)Cc2ccccc2OC)=CC1=O,CHEMBL242190,=,=,IC50,nM,11600.0,CHEMBL220,Acetylcholinesterase,IC50,nM,11600.0
B,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)CCc2ccccc2OC)=CC1=O)CCc1ccccc1OC,CHEMBL394348,=,=,IC50,nM,17.3,CHEMBL220,Acetylcholinesterase,IC50,nM,17.3
B,CCN(CCCCCCCNC1=CC(=O)C(NCCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,CHEMBL243273,=,=,IC50,nM,7.79,CHEMBL220,Acetylcholinesterase,IC50,nM,7.79
B,CCN(CCCCCNC1=CC(=O)C(NCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,CHEMBL230702,=,=,IC50,nM,2.36,CHEMBL220,Acetylcholinesterase,IC50,nM,2.36
B,CCN(CCCCNC1=CC(=O)C(NCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,CHEMBL243272,=,=,IC50,nM,13.6,CHEMBL220,Acetylcholinesterase,IC50,nM,13.6
B,CCN(CCCNC1=CC(=O)C(NCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,CHEMBL243271,=,=,IC50,nM,2.25,CHEMBL220,Acetylcholinesterase,IC50,nM,2.25
B,CCN(CCNC1=CC(=O)C(NCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,CHEMBL243270,=,=,IC50,nM,61.5,CHEMBL220,Acetylcholinesterase,IC50,nM,61.5
B,CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc1ccccc1OC,CHEMBL230434,=,=,IC50,nM,42.5,CHEMBL220,Acetylcholinesterase,IC50,nM,42.5
B,CCN(CCCCCCNC1=C(c2ccccc2)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(c2ccccc2)C1=O)Cc1ccccc1OC,CHEMBL396050,=,=,IC50,nM,123.0,CHEMBL220,Acetylcholinesterase,IC50,nM,123.0
B,CCN(CCCCCCNC1=C(C)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(C)C1=O)Cc1ccccc1OC,CHEMBL243269,=,=,IC50,nM,9.5,CHEMBL220,Acetylcholinesterase,IC50,nM,9.5
B,CCN(CCCCCCNC1=C(Br)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(Br)C1=O)Cc1ccccc1OC,CHEMBL243062,=,=,IC50,nM,2.66,CHEMBL220,Acetylcholinesterase,IC50,nM,2.66
B,CCN(CCCCCCNC1=C(Cl)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(Cl)C1=O)Cc1ccccc1OC,CHEMBL243056,=,=,IC50,nM,3.05,CHEMBL220,Acetylcholinesterase,IC50,nM,3.05
B,CCN(CCCCCCNC1=C(F)C(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=C(F)C1=O)Cc1ccccc1OC,CHEMBL243055,=,=,IC50,nM,5.17,CHEMBL220,Acetylcholinesterase,IC50,nM,5.17
B,COc1ccccc1CNCCCCCC(=O)N1CCC(CCC2CCN(C(=O)CCCCCNCc3ccccc3OC)CC2)CC1,CHEMBL242989,=,=,IC50,nM,134.9,CHEMBL220,Acetylcholinesterase,Log IC50,,-6.87
B,COc1ccccc1CNCCCCCCN1CCC(CCC2CCN(CCCCCCNCc3ccccc3OC)CC2)CC1,CHEMBL242345,=,=,IC50,nM,1288.25,CHEMBL220,Acetylcholinesterase,Log IC50,,-5.89
B,O=C(c1ccccc1)C(O)c1ccccc1,CHEMBL190677,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F)c1cc(C(F)(F)F)ccc1C(F)(F)F,CHEMBL388883,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CHEMBL242506,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(C(F)(F)F)cc1C(F)(F)F)c1ccc(C(F)(F)F)cc1C(F)(F)F,CHEMBL242296,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,CHEMBL395019,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1,CHEMBL242932,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(F)c(F)c(F)c1)c1cc(F)c(F)c(F)c1,CHEMBL193180,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(F)c(F)c1F)c1ccc(F)c(F)c1F,CHEMBL242931,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(F)cc(F)c1F)c1cc(F)cc(F)c1F,CHEMBL242930,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1c(F)ccc(F)c1F)c1cc(F)cc(F)c1F,CHEMBL242722,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(F)cc(F)c1)c1cc(F)cc(F)c1,CHEMBL193229,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cc(F)ccc1F)c1cc(F)ccc1F,CHEMBL242721,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cccc(F)c1F)c1cccc(F)c1F,CHEMBL395018,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(F)c(F)c1)c1ccc(F)c(F)c1,CHEMBL397739,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1c(F)cccc1F)c1c(F)cccc1F,CHEMBL242288,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(F)cc1F)c1ccc(F)cc1F,CHEMBL242287,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(F)cc1)c1ccc(F)cc1,CHEMBL192410,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1cccc(F)c1)c1cccc(F)c1,CHEMBL242067,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccccc1F)c1ccccc1F,CHEMBL244633,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccccc1)c1ccccc1,CHEMBL189886,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cccc(C(F)(F)F)c1)C(O)c1cccc(C(F)(F)F)c1,CHEMBL244632,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccc(C(F)(F)F)cc1)C(O)c1ccc(C(F)(F)F)cc1,CHEMBL394807,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cc(F)c(F)c(F)c1)C(O)c1cc(F)c(F)c(F)c1,CHEMBL394806,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccc(F)c(F)c1F)C(O)c1ccc(F)c(F)c1F,CHEMBL244631,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cc(F)cc(F)c1F)C(O)c1cc(F)cc(F)c1F,CHEMBL244630,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cc(F)cc(F)c1)C(O)c1cc(F)cc(F)c1,CHEMBL437373,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cc(F)ccc1F)C(O)c1cc(F)ccc1F,CHEMBL244428,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cccc(F)c1F)C(O)c1cccc(F)c1F,CHEMBL244427,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccc(F)c(F)c1)C(O)c1ccc(F)c(F)c1,CHEMBL394557,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1c(F)cccc1F)C(O)c1c(F)cccc1F,CHEMBL244426,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccc(F)cc1F)C(O)c1ccc(F)cc1F,CHEMBL244425,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1,CHEMBL244213,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1cccc(F)c1)C(O)c1cccc(F)c1,CHEMBL396977,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(c1ccccc1F)C(O)c1ccccc1F,CHEMBL242768,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1,CHEMBL332051,=,=,IC50,nM,82.5,CHEMBL220,Acetylcholinesterase,IC50,nM,82.5
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(Br)cc1,CHEMBL392324,=,=,IC50,nM,70.0,CHEMBL220,Acetylcholinesterase,IC50,nM,70.0
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C(=O)OC(C)(C)C)cc1,CHEMBL115835,=,=,IC50,nM,268.8,CHEMBL220,Acetylcholinesterase,IC50,nM,268.8
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C(=O)OC)cc1,CHEMBL325502,=,=,IC50,nM,240.6,CHEMBL220,Acetylcholinesterase,IC50,nM,240.6
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-n2nnnc2C(c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CHEMBL397891,=,=,IC50,nM,383.5,CHEMBL220,Acetylcholinesterase,IC50,nM,383.5
B,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)c1ccc(Cl)cc1,CHEMBL415675,=,=,IC50,nM,286.4,CHEMBL220,Acetylcholinesterase,IC50,nM,286.4
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc2c(cc1C)OCO2,CHEMBL241011,=,=,IC50,nM,231.5,CHEMBL220,Acetylcholinesterase,IC50,nM,231.5
B,CCCCC1=NC2(CCCC2)C(=O)N1CCN1C(=O)c2ccccc2C1=O,CHEMBL240793,=,=,IC50,nM,230.8,CHEMBL220,Acetylcholinesterase,IC50,nM,230.8
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc([N+](=O)[O-])cc1,CHEMBL240792,=,=,IC50,nM,135.4,CHEMBL220,Acetylcholinesterase,IC50,nM,135.4
B,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(OC)c(OC)cc1Br,CHEMBL398406,=,=,IC50,nM,82.5,CHEMBL220,Acetylcholinesterase,IC50,nM,82.5
B,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,=,=,IC50,nM,45.0,CHEMBL220,Acetylcholinesterase,IC50,nM,45.0
B,Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,=,=,IC50,nM,1030.0,CHEMBL220,Acetylcholinesterase,IC50,nM,1030.0
B,CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CN1,CHEMBL235548,=,=,IC50,nM,3832.0,CHEMBL220,Acetylcholinesterase,IC50,nM,3832.0
B,CC[C@H](C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,CHEMBL238063,=,=,IC50,nM,4368.0,CHEMBL220,Acetylcholinesterase,IC50,nM,4368.0
B,CC(C)C1=N[C@H]2CC[C@]34C[C@]35C(=O)C[C@]3(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]3(C)[C@@H]5CC[C@H]4[C@]2(C)CN1,CHEMBL238062,=,=,IC50,nM,3108.0,CHEMBL220,Acetylcholinesterase,IC50,nM,3108.0
B,CN[C@@H](C)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C(C)C)OC[C@]54C)C[C@H]3C(=O)C[C@]12C,CHEMBL237870,=,=,IC50,nM,517.0,CHEMBL220,Acetylcholinesterase,IC50,nM,517.0
B,CC(C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](OC(=O)C(C)(C)C)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL396190,=,=,IC50,nM,839.0,CHEMBL220,Acetylcholinesterase,IC50,nM,839.0
B,CC[C@H](C)C1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL393212,=,=,IC50,nM,265.0,CHEMBL220,Acetylcholinesterase,IC50,nM,265.0
B,C[C@@H]([C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC[C@@H]4C(=CC[C@@H]5N=C(C(C)(C)C)OC[C@]54C)C[C@H]3C(=O)C[C@]12C)N(C)C,CHEMBL241536,=,=,IC50,nM,351.0,CHEMBL220,Acetylcholinesterase,IC50,nM,351.0
B,CC1=N[C@H]2CC=C3C[C@H]4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL391918,=,=,IC50,nM,5242.0,CHEMBL220,Acetylcholinesterase,IC50,nM,5242.0
B,CC(C)C1=N[C@H]2CC=C3CC4C(=O)C[C@]5(C)[C@@H]([C@H](C)N(C)C)[C@H](O)C[C@@]5(C)[C@@H]4CC[C@H]3[C@]2(C)CO1,CHEMBL393621,=,=,IC50,nM,299.0,CHEMBL220,Acetylcholinesterase,IC50,nM,299.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCC(O)CC1,CHEMBL238994,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CC1CCN(C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)CC1,CHEMBL238785,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CC1CCCN(C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)C1,CHEMBL238573,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CC1CCCCN1C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL238572,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,COc1ccc(N(C)C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)cc1,CHEMBL238571,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,COc1ccccc1N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL241762,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccc(Cl)cc1,CHEMBL241761,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1cccc(Cl)c1,CHEMBL392385,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1Cl,CHEMBL241760,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,Cc1ccc(N(C)C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)cc1,CHEMBL241554,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,Cc1cccc(N(C)C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)c1,CHEMBL241553,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,Cc1ccccc1N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL241552,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCCc2ccc(C(F)(F)F)cc21,CHEMBL393758,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCc2ccccc2C1,CHEMBL239633,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCCCC1,CHEMBL241548,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CC1CN(C(=O)Oc2ccc(Oc3ccc(C(F)(F)F)cn3)cc2)CC(C)O1,CHEMBL397168,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCOCC1,CHEMBL237189,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCc2ccccc21,CHEMBL392100,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1Cc2ccccc2C1,CHEMBL392099,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)N1CCCC1,CHEMBL238293,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CCN(Cc1ccccc1)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL393149,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(Cc1ccccc1)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL235761,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C1CCCCC1,CHEMBL438324,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(C)(C)C,CHEMBL235759,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CC(C)N(C)C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,CHEMBL238257,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Nc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1,CHEMBL238256,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)c1ccccc1,CHEMBL238085,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccc(Cl)cn2)cc1)c1ccccc1,CHEMBL235751,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)c1ccccc1,CHEMBL238067,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2c(Cl)cncc2Cl)cc1)c1ccccc1,CHEMBL391356,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ccccc2)cc1)c1ccccc1,CHEMBL238764,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)N1CCCC1,CHEMBL236173,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C(=O)Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)c1ccccc1,CHEMBL239418,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)N1CCOCC1,CHEMBL397160,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CN(C)C(=O)Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,CHEMBL239207,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,CCCCNC(=O)Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1,CHEMBL241127,>,>,IC50,nM,50000.0,CHEMBL220,Acetylcholinesterase,IC50,uM,50.0
B,O=C(C(=O)c1ccccc1)c1ccccc1,CHEMBL189886,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,COc1ccc(C(=O)C(=O)c2ccc(C(=O)O)cc2)cc1,CHEMBL235903,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,COc1ccccc1C(=O)C(=O)c1ccccc1OC,CHEMBL235490,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,CC1(C)[C@@H]2CC[C@]1(C)C(=O)C2=O,CHEMBL2367723,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2ccccc2CCc2ccccc21,CHEMBL235931,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2sccc2-c2ccsc21,CHEMBL398109,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc(C(=O)C(=O)c2ccccc2)cc1)c1ccccc1,CHEMBL362996,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2cccnc2-c2ncccc21,CHEMBL235504,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2c3ccccc3cc3cccc1c23,CHEMBL235503,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2cc([N+](=O)[O-])ccc2-c2ccccc21,CHEMBL433282,=,=,Ki,nM,850.0,CHEMBL220,Acetylcholinesterase,Ki,nM,850.0
B,O=C1C(=O)c2ccccc2-c2ccccc21,CHEMBL51931,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2cccc3c2N(CCC3)C1=O,CHEMBL235290,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)N2CCCc3cccc1c32,CHEMBL395654,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C(=O)c2ccc([N+](=O)[O-])c3c([N+](=O)[O-])ccc1c23,CHEMBL235289,=,=,Ki,nM,903.0,CHEMBL220,Acetylcholinesterase,Ki,nM,903.0
B,O=C1C(=O)c2cccc3cccc1c23,CHEMBL395653,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1Cc2ccccc2C1=O,CHEMBL235288,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C1C=Cc2ccccc2C1=O,CHEMBL52347,=,=,Ki,nM,320.0,CHEMBL220,Acetylcholinesterase,Ki,nM,320.0
B,O=C(C(=O)C1CCCCC1)C1CCCCC1,CHEMBL235287,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,Cc1cc(C)c(C(=O)C(=O)c2c(C)cc(C)cc2C)c(C)c1,CHEMBL395652,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,O=C(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,CHEMBL236340,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,CCOc1ccc(C(=O)C(=O)c2ccc(OCC)cc2)cc1,CHEMBL236337,>,>,Ki,nM,100000.0,CHEMBL220,Acetylcholinesterase,Ki,nM,100000.0
B,CC[N+](CC)(CC)CCOc1ccc(C(=O)NCCCCCC(=O)NNc2c3c(nc4ccccc24)CCCC3)cc1.Cl.[Br-],CHEMBL1203985,=,=,IC50,nM,7.61,CHEMBL220,Acetylcholinesterase,IC50,nM,7.61
